ID,Name,Start Time,Location,Host URL,Time Updated
117,Catholic Reconciliation Service - Goodson Chapel,1/11/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170112T020000Z,2016-12-14 10:05:33.764251
118,Regular Class Meeting Schedule Begins,1/12/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eebdfa2b-00000376demobedework%40mysite.edu,2016-12-14 10:05:33.764257
119,Engineering Master's Drop-in Advising,1/12/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170112T130000Z,2016-12-14 10:05:33.764265
120,Catholic Daily Mass - Thursday YOH Football Center,1/12/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170112T163000Z,2016-12-14 10:05:33.764271
121,Condensed Matter Seminar ft. Liu E. Dong,1/12/2017 11:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-572e6f67-0157-2fa149c8-000044a1demobedework%40mysite.edu,2016-12-14 10:05:33.764276
122,Resume Workshop for Graduate Students [Registration required],1/12/2017 12:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3aa8c6f-000015fbdemobedework%40mysite.edu,2016-12-14 10:05:33.764281
123,Thursday Seminar Series,1/12/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7e854ff5-0000752fdemobedework%40mysite.edu,2016-12-14 10:05:33.764287
124,Undergraduate Drop-in Advising,1/12/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170112T183000Z,2016-12-14 10:05:33.764292
125,Engineering Master's Drop-in Advising,1/12/2017 14:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df0af6da-0000650ademobedework%40mysite.edu_20170112T190000Z,2016-12-14 10:05:33.764298
126,Duke Fly Club- Bejsovec and Bhandawat Labs,1/12/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56e87d66-0156-eb74fe6d-00007cebdemobedework%40mysite.edu_20170108T210000Z,2016-12-14 10:05:33.764303
127,Resume Workshop for Undergraduate Students [Registration required],1/12/2017 16:30,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3d2ac2a-00001d0edemobedework%40mysite.edu,2016-12-14 10:05:33.764308
128,Choral Vespers,1/12/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-95164a81-00003345demobedework%40mysite.edu_20170112T230000Z,2016-12-14 10:05:33.764314
130,Cover Letter Workshop for Undergraduate Students [Registration required],1/12/2017 18:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3d6102c-00002007demobedework%40mysite.edu,2016-12-14 10:05:33.764323
131,Women's Basketball vs. North Carolina,1/12/2017 19:00,Cameron Indoor Stadium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57dc1ede-0157-dd97b712-00005740demobedework%40mysite.edu,2016-12-14 10:05:33.764329
132,Career Fair Prep Workshop for Undergraduate Students [Registration required],1/12/2017 19:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3d82d15-00002058demobedework%40mysite.edu,2016-12-14 10:05:33.764345
133,Mandatory PNM Meeting for Panhellenic Recruitment 2017,1/12/2017 20:00,Bryan Center Reynolds Industries Theater,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57e1e0ef-0158-03d55fe7-000013a0demobedework%40mysite.edu,2016-12-14 10:05:33.764376
134,LIVE FOR LIFE @ Duke HealthCheck - Office of Clinical Research Pharmacology  9047 Conference Room,1/13/2017 10:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-fa337df9-000046fedemobedework%40mysite.edu,2016-12-14 10:05:33.764384
135,Write For You: Journaling Session,1/13/2017 11:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4b53a261-014b-556bc30a-0000715bdemobedework%40mysite.edu_20170113T160000Z,2016-12-14 10:05:33.764390
136,Evolutionary Anthropology Talk Series,1/13/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bf1d0a3-00006eb1demobedework%40mysite.edu,2016-12-14 10:05:33.764396
138,Mechanism of sigma54-dependent transcription regulation via AAA ATPases,1/13/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58b97e66-0158-bb468b6a-00002fdademobedework%40mysite.edu,2016-12-14 10:05:33.764406
139,Jummah,1/13/2017 12:45,Gray 229 (York Reading Room),calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56517d87-0156-6b626a94-000023c5demobedework%40mysite.edu_20170113T174500Z,2016-12-14 10:05:33.764415
140,Undergraduate Drop-in Advising,1/13/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170113T183000Z,2016-12-14 10:05:33.764421
141,Drop-In Advising for Graduate Students,1/13/2017 14:00,North Building 401 EIS office space,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f9026727-00000331demobedework%40mysite.edu_20170113T190000Z,2016-12-14 10:05:33.764427
142,Psychology & Neuroscience 2016-2017 Colloquium Series,1/13/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-568e4c6c-0156-94dbe0d3-00004f24demobedework%40mysite.edu,2016-12-14 10:05:33.764433
143,Application Deadline: Emerging Leaders Institute,1/13/2017 17:00,Online,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d5b6e71e-000002dademobedework%40mysite.edu,2016-12-14 10:05:33.764439
144,Branford Marsalis & Joey Calderazzo,1/13/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-554f97e5-0155-73ae5b42-000053eademobedework%40mysite.edu,2016-12-14 10:05:33.764444
145, Slow Art Tour: Harper's Pictorial History of the Civil War (Annotated) by Kara Walker,1/14/2017 11:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58158483-0158-20a06177-00000637demobedework%40mysite.edu,2016-12-14 10:05:33.764449
146,Men's Basketball at Louisville,1/14/2017 12:00,Louisville KY,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-57d2ac3d-0157-d8658dfb-0000256cdemobedework%40mysite.edu,2016-12-14 10:05:33.764455
147,Branford Marsalis & Joey Calderazzo,1/14/2017 20:00,Baldwin Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-554f97e5-0155-73b10821-0000543bdemobedework%40mysite.edu,2016-12-14 10:05:33.764460
148,Catholic Mass - Goodson Chapel,1/15/2017 9:30,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4238344e-00006c2cdemobedework%40mysite.edu_20170115T143000Z,2016-12-14 10:05:33.764466
149, Wee Praise (Westbrook Building),1/15/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a3099922-00006f7bdemobedework%40mysite.edu_20170115T144500Z,2016-12-14 10:05:33.764471
150, Godly Play (Langford Building),1/15/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30b62e2-00006fd0demobedework%40mysite.edu_20170115T144500Z,2016-12-14 10:05:33.764476
151, Youth Sunday School (Westbrook Building),1/15/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a30e2e9f-00007079demobedework%40mysite.edu_20170115T144500Z,2016-12-14 10:05:33.764481
152, Adult Forum (Westbrook Building),1/15/2017 9:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-569c8e38-0156-a306dbfb-00006e86demobedework%40mysite.edu_20170115T144500Z,2016-12-14 10:05:33.764486
153,University Worship,1/15/2017 11:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5434eacf-0154-350a21e0-00001075demobedework%40mysite.edu_20170115T160000Z,2016-12-14 10:05:33.764491
154,Catholic Mass - Goodson Chapel,1/15/2017 11:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dda97066-00001c66demobedework%40mysite.edu_20170115T160000Z,2016-12-14 10:05:33.764497
155,Resume Workshop for Undergraduate Students [Registration required],1/15/2017 12:30,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dac599-000021f5demobedework%40mysite.edu,2016-12-14 10:05:33.764502
156,Cover Letter Workshop for Undergraduate Students [Registration required],1/15/2017 14:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3dca5cb-000022ebdemobedework%40mysite.edu,2016-12-14 10:05:33.764508
157,Women's Basketball at NC State,1/15/2017 15:00,Raleigh NC,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57dc1ede-0157-dd9861ac-00005795demobedework%40mysite.edu,2016-12-14 10:05:33.764514
158,Choral Evensong,1/15/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-953746f9-00004e9bdemobedework%40mysite.edu_20170115T210000Z,2016-12-14 10:05:33.764522
159,Youth Fellowship,1/15/2017 17:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56b915eb-0156-c334f3a4-000058e4demobedework%40mysite.edu_20170115T220000Z,2016-12-14 10:05:33.764528
160,MFA|EDA Sunday Screening Salon,1/15/2017 18:00,105 Hood Street Suite #5                  -,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-0a7754ab-00000d84demobedework%40mysite.edu,2016-12-14 10:05:33.764533
161,Catholic Mass - Duke Chapel,1/15/2017 21:00,Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-4cc8788f-014c-dd94d9f5-000004bfdemobedework%40mysite.edu_20170116T020000Z,2016-12-14 10:05:33.764539
162,Application Deadline: AAAS Mass Media Science & Engineering Fellows Program,1/15/2017 00:01,Online,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-d5bcc252-00000423demobedework%40mysite.edu,2016-12-14 10:05:33.764544
163,Martin Luther King Jr. Day Holiday Classes are Rescheduled on Wednesday January 11,1/16/2017 00:01,None,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-54c7ebdc-0154-eec116ae-000004cbdemobedework%40mysite.edu,2016-12-14 10:05:33.764550
164,Catholic Daily Mass - Monday,1/16/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42427831-00007541demobedework%40mysite.edu_20170116T170000Z,2016-12-14 10:05:33.764555
165,Undergraduate Drop-in Advising,1/16/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170116T183000Z,2016-12-14 10:05:33.764561
166, LIVE FOR LIFE @ Duke Blood Pressure Screening - Duke (South) Clinic 1st Floor White Zone-Near White Elevator,1/17/2017 10:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-e468c80f-00005210demobedework%40mysite.edu,2016-12-14 10:05:33.764566
167,Neurobiology Invited Seminar,1/17/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-7f1f0315-0000216cdemobedework%40mysite.edu,2016-12-14 10:05:33.764572
168,Career Fair Prep Workshop for Graduate Students [Registration required],1/17/2017 12:00,West Union - 068 Multipurpose Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3a5d6d7-000015a8demobedework%40mysite.edu,2016-12-14 10:05:33.764577
169,DVS Workshop:   Intro to R - Data Transformations Analysis and Data Structures,1/17/2017 1:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-cf6cca39-00006be4demobedework%40mysite.edu,2016-12-14 10:05:33.764582
170,Undergraduate Drop-in Advising,1/17/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170117T183000Z,2016-12-14 10:05:33.764588
171,Resume Lab for Graduate Students,1/17/2017 14:00,The Graduate School Conference Room 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f91f1087-00000academobedework%40mysite.edu,2016-12-14 10:05:33.764593
172,Human Genetics WIP,1/17/2017 16:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-5743f5a9-0157-49126372-00005d84demobedework%40mysite.edu,2016-12-14 10:05:33.764599
173,Catholic Daily Mass - Tuesday Evenings,1/17/2017 17:45,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4244a4ea-00007764demobedework%40mysite.edu_20170117T224500Z,2016-12-14 10:05:33.764604
174,TechConnect Spring 2017,1/17/2017 18:00,Fitzpatrick Center Schiciano Auditorium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57b3e626-0157-b4bc131f-0000343cdemobedework%40mysite.edu,2016-12-14 10:05:33.764609
175,Stanback Internship Program Information Session,1/17/2017 18:00,Perkins Library 217,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58b452ba-0158-b68912e5-00006bdddemobedework%40mysite.edu,2016-12-14 10:05:33.764615
176,Tuesday Night Dinner,1/17/2017 18:30,Falcone-Arena House,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-4239ceef-00006d6ddemobedework%40mysite.edu_20170117T233000Z,2016-12-14 10:05:33.764623
177,Durham Garden Forum - An Emerald Garden of Moss,1/17/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56e4a218-0156-e76c6ca0-00004851demobedework%40mysite.edu,2016-12-14 10:05:33.764628
178,ScreenSociety--Middle East Documentaries--Censored Voices,1/17/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58b97e66-0158-d12790cf-0000152cdemobedework%40mysite.edu,2016-12-14 10:05:33.764634
179,Duke Toastmasters Meeting,1/18/2017 7:00,Duke Credit Union 2200 W. Main Street,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57832023-0157-8a6e43ab-0000637ddemobedework%40mysite.edu_20170118T120000Z,2016-12-14 10:05:33.764639
180,LIVE FOR LIFE @ Duke HealthCheck - Facilities Mangement Department Bay 1 South,1/18/2017 10:00,Smith Warehouse Building,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f902af-0158-fdc3fe8a-00002466demobedework%40mysite.edu,2016-12-14 10:05:33.764645
181,ECE + CS Student Showcase,1/18/2017 10:30,Fitzpatrick CIEMAS Atrium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-dff09d9f-00001859demobedework%40mysite.edu,2016-12-14 10:05:33.764651
183,Midweek Prayer,1/18/2017 11:30,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-b2677305-00004ac4demobedework%40mysite.edu_20170118T163000Z,2016-12-14 10:05:33.764659
184,Duke Hospital Exhibit: Meet the Artist Photographer Michael Weitzman at the Arts & Health Galleries,1/18/2017 11:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58889f6c-0158-8c840a77-00001cbfdemobedework%40mysite.edu,2016-12-14 10:05:33.764665
185,Catholic Daily Mass - Wednesday,1/18/2017 12:00,Duke Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-42459dca-0000784fdemobedework%40mysite.edu_20170118T170000Z,2016-12-14 10:05:33.764671
186, POLITICAL ECONOMY WORKSHOP:  Filipe Campante (Harvard University),1/18/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-0091552f-00001d65demobedework%40mysite.edu,2016-12-14 10:05:33.764676
187,PRATTically Speaking Toastmasters Club Meeting,1/18/2017 12:00,Hudson Hall 207,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-30d65c14-0000534edemobedework%40mysite.edu_20170118T170000Z,2016-12-14 10:05:33.764681
188,Cardiovascular Research Seminar,1/18/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-565478e9-0156-560f8067-000040d8demobedework%40mysite.edu_20170114T170000Z,2016-12-14 10:05:33.764687
189,The Hippo pathway in cell growth tissue homeostasis and tumorigenesis,1/18/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-53d2f7a2-0153-f6edd3de-00004194demobedework%40mysite.edu_20170118T170000Z,2016-12-14 10:05:33.764692
190,Undergraduate Drop-in Advising,1/18/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170118T183000Z,2016-12-14 10:05:33.764698
191,Drop-In Advising for Graduate Students,1/18/2017 14:00,West Union - 241 Meeting Room,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58f8fdd2-0158-f90aa570-000006fddemobedework%40mysite.edu_20170118T190000Z,2016-12-14 10:05:33.764703
192,Quintiles Info Session,1/18/2017 17:00,To be determined,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-db310ad6-000054f1demobedework%40mysite.edu,2016-12-14 10:05:33.764709
193,Diversity Networking Dinner for Undergraduate & Graduate Students [Registration required],1/18/2017 19:00,Washington Duke Inn,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5824363a-0158-40214645-000059f5demobedework%40mysite.edu,2016-12-14 10:05:33.764714
194,Catholic Eucharistic Adoration - Goodson Chapel,1/18/2017 20:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423c3769-00006f4cdemobedework%40mysite.edu_20170119T010000Z,2016-12-14 10:05:33.764720
195,Catholic Reconciliation Service - Goodson Chapel,1/18/2017 21:00,Divinity School Goodson Chapel,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-423e65b9-0000721fdemobedework%40mysite.edu_20170119T020000Z,2016-12-14 10:05:33.764728
196,Engineering Master's Drop-in Advising,1/19/2017 8:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df06086b-00006375demobedework%40mysite.edu_20170119T130000Z,2016-12-14 10:05:33.764734
197,2017 Career & Summer Opportunities Fair,1/19/2017 10:00,Wilson Recreation Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58295989-0158-3f96d230-000026ecdemobedework%40mysite.edu,2016-12-14 10:05:33.764740
198,Catholic Daily Mass - Thursday YOH Football Center,1/19/2017 11:30,Yoh Football Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-4f40a47f-014f-424d6566-00007ac8demobedework%40mysite.edu_20170119T163000Z,2016-12-14 10:05:33.764745
199,Extracting Charge Carriers from Colloidal Quantum Dots: Challenges and New Perspectives,1/19/2017 11:40,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-569760a6-0156-9eac8eea-000059f6demobedework%40mysite.edu,2016-12-14 10:05:33.764751
200, SECURITY PEACE & CONFLICT WORKSHOP:  Kathleen Cunningham (University of Maryland),1/19/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56fd49ba-0157-00be5c51-000021fcdemobedework%40mysite.edu,2016-12-14 10:05:33.764757
201,Teaching Conversations: Study Skills,1/19/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-56df798d-0156-e26df005-00002fdddemobedework%40mysite.edu,2016-12-14 10:05:33.764762
202,Thursday Seminar Series,1/19/2017 12:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-7ebbf321-00000726demobedework%40mysite.edu,2016-12-14 10:05:33.764767
203,Undergraduate Drop-in Advising,1/19/2017 13:30,Smith Warehouse - Career Center,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58f34bfa-0158-f3ce3cd4-00001bc9demobedework%40mysite.edu_20170119T183000Z,2016-12-14 10:05:33.764772
204,Engineering Master's Drop-in Advising,1/19/2017 14:00,Teer 213C,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-df0af6da-0000650ademobedework%40mysite.edu_20170119T190000Z,2016-12-14 10:05:33.764778
205,Microsoft Info Session,1/19/2017 17:00,To be determined,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-58d29677-0158-e3f8629f-00004505demobedework%40mysite.edu,2016-12-14 10:05:33.764783
206,Choral Vespers,1/19/2017 18:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-568e5692-0156-95164a81-00003345demobedework%40mysite.edu_20170119T230000Z,2016-12-14 10:05:33.764789
207, Gallery Talk: Marianne Wardle Andrew W. Mellon Curator of Academic Programs Head of Education & Interpretation) on Harper's Pictorial History of the Civil War (Annotated) by Kara Walker,1/19/2017 18:00,Nasher Museum of Art,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58158483-0158-20a3ecca-00000a09demobedework%40mysite.edu,2016-12-14 10:05:33.764793
208,Duke Career Center Presents Secrets to Success: Class of 2020 Edition [Registration required],1/19/2017 18:30,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-58b97e66-0158-cf89233c-00004a92demobedework%40mysite.edu,2016-12-14 10:05:33.764800
209,A Girl in the River: The Price of Forgiveness,1/19/2017 19:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5576ff03-0155-97895976-00006b2edemobedework%40mysite.edu,2016-12-14 10:05:33.764806
210,Women's Basketball vs. Virginia Tech,1/19/2017 19:00,Cameron Indoor Stadium,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-57dc1ede-0157-dd98f620-0000583ademobedework%40mysite.edu,2016-12-14 10:05:33.764811
211,Evolutionary Anthropology Talk Series,1/20/2017 11:45,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56489105-0156-4bf3139e-00006faedemobedework%40mysite.edu,2016-12-14 10:05:33.764816
212,Barbara Shinn-Cunningham Boston University,1/20/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ee-5609208c-0156-2cbd1c38-000013eedemobedework%40mysite.edu,2016-12-14 10:05:33.764821
213,Endocrine disrupting chemicals: A costly public health threat with opportunities for policy prevention,1/20/2017 12:00,,calendar.duke.edu/events/show?fq=id%3ACAL-8a0870ef-56fd4248-0157-33e78dd1-00007e10demobedework%40mysite.edu_20170120T170000Z,2016-12-14 10:05:33.764829
